"Symbol","Synonym Symbol","Scientific Name with Author","National Common Name","Family"
"PAST10","PASTR","Packera streptanthifolia (Greene) W.A. Weber & Á. Löve var. rubricaulis (Greene) Dorn","","Asteraceae"
"PAST10","PASTS","Packera streptanthifolia (Greene) W.A. Weber & Á. Löve var. streptanthifolia","","Asteraceae"
"PAST10","SEAC6","Senecio acutidens Rydb.","","Asteraceae"
"PAST10","SEAD2","Senecio adamsii Howell","","Asteraceae"
"PAST10","SEAUB","Senecio aureus L. var. borealis Torr. & A. Gray","","Asteraceae"
"PAST10","SECY4","Senecio cymbalarioides Nutt., non H. Buek, nom. illeg.","","Asteraceae"
"PAST10","SECYB","Senecio cymbalarioides Nutt. var. borealis (Torr. & A. Gray) Greenm.","","Asteraceae"
"PAST10","SECYS","Senecio cymbalarioides Nutt. var. suksdorfii (Greenm.) M. Peck","","Asteraceae"
"PAST10","SEFU2","Senecio fulgens Rydb.","","Asteraceae"
"PAST10","SEJO2","Senecio jonesii Rydb.","","Asteraceae"
"PAST10","SELA7","Senecio laetiflorus Greene","","Asteraceae"
"PAST10","SELE10","Senecio leonardii Rydb.","","Asteraceae"
"PAST10","SELO3","Senecio longipetiolatus Rydb.","","Asteraceae"
"PAST10","SEOO","Senecio oodes Rydb.","","Asteraceae"
"PAST10","SEPA13","Senecio pammelii Greenm.","","Asteraceae"
"PAST10","SEPL5","Senecio platylobus Rydb.","","Asteraceae"
"PAST10","SERU7","Senecio rubricaulis Greene","","Asteraceae"
"PAST10","SEST3","Senecio streptanthifolius Greene","","Asteraceae"
"PAST10","SESTB","Senecio streptanthifolius Greene var. borealis (Torr. & A. Gray) J.F. Bain","","Asteraceae"
"PAST10","SESTK","Senecio streptanthifolius Greene var. kluanei J.F. Bain","","Asteraceae"
"PAST10","SESTL","Senecio streptanthifolius Greene var. laetiflorus (Greene) J.F. Bain","","Asteraceae"
"PAST10","SESTO","Senecio streptanthifolius Greene var. oodes (Rydb.) J.F. Bain","","Asteraceae"
"PAST10","SESTR","Senecio streptanthifolius Greene var. rubricaulis (Greene) J.F. Bain","","Asteraceae"
"PAST10","SESTW","Senecio streptanthifolius Greene var. wallowensis J.F. Bain","","Asteraceae"
"PAST10","SESU6","Senecio subcuneatus Rydb.","","Asteraceae"
"PAST10","SESU8","Senecio suksdorfii Greenm.","","Asteraceae"
"PAST10","SEWA4","Senecio wardii Greene","","Asteraceae"
"PASU40","","Packera subnuda (DC.) D.K. Trock & T.M. Barkley","Buek's groundsel","Asteraceae"
"PASU40","PABU6","Packera buekii D.K. Trock & T.M. Barkley","","Asteraceae"
"PASU40","SECY","Senecio cymbalarioides H. Buek","","Asteraceae"
"PASU40","SESU5","Senecio subnudus DC.","","Asteraceae"
"PEFR5","","Petasites frigidus (L.) Fr.","arctic sweet coltsfoot","Asteraceae"
"PEFRF","","Petasites frigidus (L.) Fr. var. frigidus","arctic sweet coltsfoot","Asteraceae"
"PEFRF","PEAL16","Petasites alaskanus Rydb.","","Asteraceae"
"PEFRF","PECO24","Petasites corymbosus (R. Br.) Rydb.","","Asteraceae"
"PEFRF","PEFRN2","Petasites frigidus (L.) Fr. ssp. nivalis (Greene) Cody","","Asteraceae"
"PEFRF","PEFRC","Petasites frigidus (L.) Fr. var. corymbosus (R. Br.) Cronquist","","Asteraceae"
"PEFRF","PEFRH","Petasites frigidus (L.) Fr. var. hyperboreoides Hultén","","Asteraceae"
"PEFRF","PEFRN","Petasites frigidus (L.) Fr. var. nivalis (Greene) Cronquist","","Asteraceae"
"PEFRF","PEGR18","Petasites gracilis Britton","","Asteraceae"
"PEFRF","PEHY5","Petasites hyperboreus Rydb.","","Asteraceae"
"PEFRF","PENI4","Petasites nivalis Greene","","Asteraceae"
"PEFRP","","Petasites frigidus (L.) Fr. var. palmatus (Aiton) Cronquist","arctic sweet coltsfoot","Asteraceae"
"PEFRP","NAAR3","Nardosmia arctica (A.E. Porsild) Á. Löve & D. Löve","","Asteraceae"
"PEFRP","PEAR5","Petasites arcticus A.E. Porsild","","Asteraceae"
"PEFRP","PEFRA3","Petasites frigidus (L.) Fr. ssp. arcticus (A.E. Porsild) Cody","","Asteraceae"
"PEFRP","PEFRP2","Petasites frigidus (L.) Fr. ssp. palmatus (Aiton) Cody","","Asteraceae"
"PEFRP","PEHO7","Petasites hookerianus (Nutt.) Rydb.","","Asteraceae"
"PEFRP","PEPA31","Petasites palmatus (Aiton) A. Gray","","Asteraceae"
"PEFRP","PESP7","Petasites speciosus (Nutt.) Piper","","Asteraceae"
"PEFRS5","","Petasites frigidus (L.) Fr. var. sagittatus (Banks ex Pursh) Cherniawsky","arrowleaf sweet coltsfoot","Asteraceae"
"PEFRS5","PEDE19","Petasites dentatus Blank.","","Asteraceae"
"PEFRS5","PESA5","Petasites sagittatus (Banks ex Pursh) A. Gray","","Asteraceae"
"PEFRV","","Petasites frigidus (L.) Fr. var. vitifolius (Greene) Cherniawsky","arctic sweet coltsfoot","Asteraceae"
"PEFRV","NAVI2","Nardosmia vitifolia (Greene) Á. Löve & D. Löve","","Asteraceae"
"PEFRV","PENIV","Petasites nivalis Greene ssp. vitifolius (Greene) Toman","","Asteraceae"
"PEFRV","PEPAF","Petasites palmatus (Aiton) A. Gray var. frigidus Macoun","","Asteraceae"
"PEFRV","PETR9","Petasites trigonophylla Greene","","Asteraceae"
"PEFRV","PEVI14","Petasites ×vitifolius Greene (pro sp.)","","Asteraceae"
"PEFRV","PEWA15","Petasites warrenii H. St. John","","Asteraceae"
"PETAS","","Petasites Mill.","butterbur","Asteraceae"
"PICRA3","","Picradeniopsis Rydb. ex Britton","bahia","Asteraceae"
"PICRI","","Picris L.","oxtongue","Asteraceae"
"PIEC","","Picris echioides L.","bristly oxtongue","Asteraceae"
"PIEC","HEEC3","Helminthotheca echioides (L.) Holub","","Asteraceae"
"PIOP","","Picradeniopsis oppositifolia (Nutt.) Rydb. ex Britton","oppositeleaf bahia","Asteraceae"
"PIOP","BAOP2","Bahia oppositifolia (Nutt.) A. Gray","","Asteraceae"
"PRAL","","Prenanthes alata (Hook.) D. Dietr.","western rattlesnakeroot","Asteraceae"
"PRAL","PRLE","Prenanthes lessingii Hultén","","Asteraceae"
"PRENA","","Prenanthes L.","rattlesnakeroot","Asteraceae"
"PRRA","","Prenanthes racemosa Michx.","purple rattlesnakeroot","Asteraceae"
"PRRAM2","","Prenanthes racemosa Michx. var. multiflora (Cronquist) Dorn","purple rattlesnakeroot","Asteraceae"
"PRRAM2","PRRAM","Prenanthes racemosa Michx. ssp. multiflora Cronquist","","Asteraceae"
"PRRAR3","","Prenanthes racemosa Michx. var. racemosa","purple rattlesnakeroot","Asteraceae"
"PRRAR3","NARA2","Nabalus racemosus (Michx.) DC.","","Asteraceae"
"PRRAR3","PRRAR","Prenanthes racemosa Michx. ssp. racemosa","","Asteraceae"
"PRRAR3","PRRAP2","Prenanthes racemosa Michx. var. pinnatifida A. Gray","","Asteraceae"
"PRSA","","Prenanthes sagittata (A. Gray) A. Nelson","arrowleaf rattlesnakeroot","Asteraceae"
"PRSA","PRALS","Prenanthes alata (Hook.) D. Dietr. var. sagittata A. Gray","","Asteraceae"
"PSBR","","Psilocarphus brevissimus Nutt.","short woollyheads","Asteraceae"
"PSBRB","","Psilocarphus brevissimus Nutt. var. brevissimus","short woollyheads","Asteraceae"
"PSCA11","","Pseudognaphalium canescens (DC.) W.A. Weber","Wright's cudweed","Asteraceae"
"PSCAT","","Pseudognaphalium canescens (DC.) W.A. Weber ssp. thermale (E.E. Nelson) Kartesz","Wright's cudweed","Asteraceae"
"PSCAT","GNCAT","Gnaphalium canescens DC. ssp. thermale (E.E. Nelson) Stebbins & Keil","","Asteraceae"
"PSCAT","GNMIT2","Gnaphalium microcephalum Nutt. ssp. thermale (E.E. Nelson) G.W. Douglas","","Asteraceae"
"PSCAT","GNMIT","Gnaphalium microcephalum Nutt. var. thermale (E.E. Nelson) Cronquist","","Asteraceae"
"PSCAT","GNTH","Gnaphalium thermale E.E. Nelson","","Asteraceae"
"PSCAT","PSMIT","Pseudognaphalium microcephalum (Nutt.) Anderb. var. thermale (E.E. Nelson) Dorn","","Asteraceae"
"PSEUD43","","Pseudognaphalium Kirp.","cudweed","Asteraceae"
"PSILO","","Psilocarphus Nutt.","woollyheads","Asteraceae"
"PSMA11","","Pseudognaphalium macounii (Greene) Kartesz","Macoun's cudweed","Asteraceae"
"PSMA11","GNDE","Gnaphalium decurrens Ives, non L.","","Asteraceae"
"PSMA11","GNMA","Gnaphalium macounii Greene","","Asteraceae"
"PSMA11","PSVI5","Pseudognaphalium viscosum auct. non (Kunth) W.A. Weber","","Asteraceae"
"PYLA","","Pyrrocoma lanceolata (Hook.) Greene","lanceleaf goldenweed","Asteraceae"
"PYLAL","","Pyrrocoma lanceolata (Hook.) Greene var. lanceolata","lanceleaf goldenweed","Asteraceae"
"PYLAL","HALA2","Haplopappus lanceolatus (Hook.) Torr. & A. Gray","","Asteraceae"
"PYLAL","HALAS","Haplopappus lanceolatus (Hook.) Torr. & A. Gray ssp. solidagineus (Greene) H.M. Hall","","Asteraceae"
"PYLAL","HALAT","Haplopappus lanceolatus (Hook.) Torr. & A. Gray ssp. tenuicaulis (D.C. Eaton) H.M. Hall","","Asteraceae"
"PYLAL","HALAV","Haplopappus lanceolatus (Hook.) Torr. & A. Gray ssp. vaseyi (Parry ex D.C. Eaton) H.M. Hall","","Asteraceae"
"PYLAL","HALAS2","Haplopappus lanceolatus (Hook.) Torr. & A. Gray var. sublanatus Cody","","Asteraceae"
"PYLAL","HALAT2","Haplopappus lanceolatus (Hook.) Torr. & A. Gray var. tenuicaulis (D.C. Eaton) A. Gray","","Asteraceae"
"PYLAL","HALAT3","Haplopappus lanceolatus (Hook.) Torr. & A. Gray var. typicus (H.M. Hall) Cronquist","","Asteraceae"
"PYLAL","HALAV2","Haplopappus lanceolatus (Hook.) Torr. & A. Gray var. vaseyi Parry ex D.C. Eaton","","Asteraceae"
"PYRRO","","Pyrrocoma Hook.","goldenweed","Asteraceae"
"PYUN2","","Pyrrocoma uniflora (Hook.) Greene","plantain goldenweed","Asteraceae"
"PYUNU","","Pyrrocoma uniflora (Hook.) Greene var. uniflora","plantain goldenweed","Asteraceae"
"PYUNU","HACO2","Haplopappus contractus H.M. Hall","","Asteraceae"
"PYUNU","HAUN2","Haplopappus uniflorus (Hook.) Torr. & A. Gray","","Asteraceae"
"PYUNU","HAUNH2","Haplopappus uniflorus (Hook.) Torr. & A. Gray ssp. howellii (A. Gray) H.M. Hall","","Asteraceae"
"PYUNU","HAUNT","Haplopappus uniflorus (Hook.) Torr. & A. Gray ssp. typicus H.M. Hall","","Asteraceae"
"PYUNU","HAUNH","Haplopappus uniflorus (Hook.) Torr. & A. Gray var. howellii (A. Gray) M. Peck","","Asteraceae"
"PYUNU","PYHO3","Pyrrocoma howellii (A. Gray) Greene","","Asteraceae"
"RACO3","","Ratibida columnifera (Nutt.) Wooton & Standl.","upright prairie coneflower","Asteraceae"
"RACO3","LECO48","Lepachys columnaris (Pursh) Torr. & A. Gray","","Asteraceae"
"RACO3","LECO13","Lepachys columnifera (Nutt.) J.F. Macbr.","","Asteraceae"
"RACO3","RACO7","Ratibida columnaris (Pursh) D. Don","","Asteraceae"
"RACO3","RACOP","Ratibida columnaris (Pursh) D. Don var. pulcherrima (DC.) D. Don","","Asteraceae"
"RACO3","RUCO23","Rudbeckia columnaris Pursh, non Sims","","Asteraceae"
"RACO3","RUCO24","Rudbeckia columnifera Nutt.","","Asteraceae"
"RATIB","","Ratibida Raf.","prairie coneflower","Asteraceae"
"RUDBE","","Rudbeckia L.","coneflower","Asteraceae"
"RUHI2","","Rudbeckia hirta L.","blackeyed Susan","Asteraceae"
"RUHIP","","Rudbeckia hirta L. var. pulcherrima Farw.","blackeyed Susan","Asteraceae"
"RUHIP","RUBI5","Rudbeckia bicolor Nutt.","","Asteraceae"
"RUHIP","RUHIC","Rudbeckia hirta L. var. corymbifera Fernald","","Asteraceae"
"RUHIP","RUHIL","Rudbeckia hirta L. var. lanceolata (Bisch.) Core","","Asteraceae"
"RUHIP","RUHIS","Rudbeckia hirta L. var. sericea (T.V. Moore) Fernald","","Asteraceae"
"RUHIP","RUHIS2","Rudbeckia hirta L. var. serotina (Nutt.) Core","","Asteraceae"
"RUHIP","RULO8","Rudbeckia longipes T.V. Moore","","Asteraceae"
"RUHIP","RUSE16","Rudbeckia sericea T.V. Moore","","Asteraceae"
"RUHIP","RUSE5","Rudbeckia serotina Nutt.","","Asteraceae"
"RUHIP","RUSEC","Rudbeckia serotina Nutt. var. corymbifera (Fernald) Fernald & B.G. Schub.","","Asteraceae"
"RUHIP","RUSEL","Rudbeckia serotina Nutt. var. lanceolata (Bisch.) Fernald & B.G. Schub.","","Asteraceae"
"RUHIP","RUSES","Rudbeckia serotina Nutt. var. sericea (T.V. Moore) Fernald & B.G. Schub.","","Asteraceae"
"SAAM12","","Saussurea amara (L.) DC.","saussurea","Asteraceae"
"SAAM3","","Saussurea americana D.C. Eaton","American saw-wort","Asteraceae"
"SAAMG","","Saussurea amara (L.) DC. var. glomerata (Poir.) Trautv.","saussurea","Asteraceae"
"SAAMG","SAGL7","Saussurea glomerata Poir.","","Asteraceae"
"SANU","","Saussurea nuda Ledeb.","nutty saw-wort","Asteraceae"
"SAUSS","","Saussurea DC.","saw-wort","Asteraceae"
"SECO2","","Senecio congestus (R. Br.) DC.","marsh fleabane","Asteraceae"
"SECO2","CICO8","Cineraria congesta R. Br.","","Asteraceae"
"SECO2","SECOT","Senecio congestus (R. Br.) DC. ssp. tonsus (Fernald) Á. Löve & D. Löve","","Asteraceae"
"SECO2","SECOP","Senecio congestus (R. Br.) DC. var. palustris (L.) Fernald","","Asteraceae"
"SECO2","SECOT2","Senecio congestus (R. Br.) DC. var. tonsus Fernald","","Asteraceae"
"SECO2","SEPA12","Senecio palustris (L.) Hook.","","Asteraceae"
"SECO2","TEPA5","Tephroseris palustris (L.) Rchb.","","Asteraceae"
"SEER2","","Senecio eremophilus Richardson","desert ragwort","Asteraceae"
"SEERE","","Senecio eremophilus Richardson var. eremophilus","desert ragwort","Asteraceae"
"SEERE","SEGL5","Senecio glaucifolius Rydb.","","Asteraceae"
"SEFR3","","Senecio fremontii Torr. & A. Gray","dwarf mountain ragwort","Asteraceae"
"SEFRF","","Senecio fremontii Torr. & A. Gray var. fremontii","dwarf mountain ragwort","Asteraceae"
"SEHY","","Senecio hydrophiloides Rydb.","tall groundsel","Asteraceae"
"SEHY","SEFO","Senecio foetidus J.T. Howell","","Asteraceae"
"SEHY","SEFOH","Senecio foetidus J.T. Howell var. hydrophiloides (Rydb.) T.M. Barkley ex Cronquist","","Asteraceae"
"SEHY","SEPE5","Senecio pereziifolius Rydb.","","Asteraceae"
"SEIN2","","Senecio integerrimus Nutt.","lambstongue ragwort","Asteraceae"
"SEINE","","Senecio integerrimus Nutt. var. exaltatus (Nutt.) Cronquist","Columbia ragwort","Asteraceae"
"SEINE","SECO12","Senecio columbianus Greene","","Asteraceae"
"SEINE","SEEX2","Senecio exaltatus Nutt.","","Asteraceae"
"SEINE","SEHO3","Senecio hookeri Torr. & A. Gray","","Asteraceae"
"SEINE","SEINV2","Senecio integerrimus Nutt. var. vaseyi (Greenm.) Cronquist","","Asteraceae"
"SEINE","SELUE2","Senecio lugens Richardson var. exaltatus (Nutt.) A. Gray","","Asteraceae"
"SEINE","SEVA2","Senecio vaseyi Greenm.","","Asteraceae"
"SEINI","","Senecio integerrimus Nutt. var. integerrimus","lambstongue ragwort","Asteraceae"
"SEINO","","Senecio integerrimus Nutt. var. ochroleucus (A. Gray) Cronquist","paleyellow ragwort","Asteraceae"
"SEINO","SELUO","Senecio lugens Richardson var. ochroleucus A. Gray","","Asteraceae"
"SELU","","Senecio lugens Richardson","small blacktip ragwort","Asteraceae"
"SELU","SEINL2","Senecio integerrimus Nutt. var. lugens (Richardson) B. Boivin","","Asteraceae"
"SEME","","Senecio megacephalus Nutt.","rocky ragwort","Asteraceae"
"SENEC","","Senecio L.","ragwort","Asteraceae"
"SETR","","Senecio triangularis Hook.","arrowleaf ragwort","Asteraceae"
"SETR","SEGI4","Senecio gibbsonsii Greene","","Asteraceae"
"SETR","SETRA","Senecio triangularis Hook. var. angustifolius G.N. Jones","","Asteraceae"
"SEVI2","","Senecio viscosus L.","sticky ragwort","Asteraceae"
"SEVU","","Senecio vulgaris L.","old-man-in-the-Spring","Asteraceae"
"SHINN2","","Shinnersoseris S. Tomb","beaked skeletonweed","Asteraceae"
"SHRO2","","Shinnersoseris rostrata (A. Gray) S. Tomb","beaked skeletonweed","Asteraceae"
"SHRO2","LYRO2","Lygodesmia rostrata (A. Gray) A. Gray","","Asteraceae"
"SILYB","","Silybum Adans.","milkthistle","Asteraceae"
"SIMA3","","Silybum marianum (L.) Gaertn.","blessed milkthistle","Asteraceae"
"SIMA3","CAMA32","Carduus marianus L.","","Asteraceae"
"SIMA3","MAMA27","Mariana mariana (L.) Hill, nom. inval.","","Asteraceae"
"SOAR2","","Sonchus arvensis L.","field sowthistle","Asteraceae"
"SOARA2","","Sonchus arvensis L. ssp. arvensis","field sowthistle","Asteraceae"
"SOARA2","SOARS2","Sonchus arvensis L. var. shumovichii B. Boivin","","Asteraceae"
"SOARU","","Sonchus arvensis L. ssp. uliginosus (M. Bieb.) Nyman","moist sowthistle","Asteraceae"
"SOARU","SOARG","Sonchus arvensis L. var. glabrescens Guenth., Grab. & Wimm.","","Asteraceae"
"SOARU","SOUL5","Sonchus uliginosus M. Bieb.","","Asteraceae"
"SOAS","","Sonchus asper (L.) Hill","spiny sowthistle","Asteraceae"
"SOAS","SOASA2","Sonchus asper (L.) Hill ssp. asper","","Asteraceae"
"SOAS","SOASG2","Sonchus asper (L.) Hill ssp. glaucescens (Jord.) J. Ball","","Asteraceae"
"SOAS","SONY2","Sonchus nymanii Tineo & Guss.","","Asteraceae"
"SOCA6","","Solidago canadensis L.","Canada goldenrod","Asteraceae"
"SOCAG","","Solidago canadensis L. var. gilvocanescens Rydb.","shorthair goldenrod","Asteraceae"
"SOCAG","SOALG","Solidago altissima L. var. gilvocanescens (Rydb.) Semple","","Asteraceae"
"SOCAG","SOGI2","Solidago gilvocanescens (Rydb.) Smyth","","Asteraceae"
"SOCAG","SOPR","Solidago pruinosa Greene","","Asteraceae"
"SOCAL","","Solidago canadensis L. var. lepida (DC.) Cronquist","Canada goldenrod","Asteraceae"
"SOCAL","SOCAS3","Solidago canadensis L. var. subserrata (DC.) Cronquist","","Asteraceae"
"SOCAL","SOLE8","Solidago lepida DC.","","Asteraceae"
"SOCAL","SOLEM","Solidago lepida DC. var. molina Fernald","","Asteraceae"
"SOCAS","","Solidago canadensis L. var. salebrosa (Piper) M.E. Jones","rough Canada goldenrod","Asteraceae"
"SOCAS","SOCAE","Solidago canadensis L. ssp. elongata (Nutt.) D.D. Keck","","Asteraceae"
"SOCAS","SOCAS4","Solidago canadensis L. ssp. salebrosa (Piper) D.D. Keck","","Asteraceae"
"SOCAS","SOCAE2","Solidago canadensis L. var. elongata (Nutt.) M. Peck","","Asteraceae"
"SOCAS","SODU3","Solidago dumetorum Lunell","","Asteraceae"
"SOCAS","SOEL4","Solidago elongata Nutt.","","Asteraceae"
"SOCAS","SOLEE","Solidago lepida DC. var. elongata (Nutt.) Fernald","","Asteraceae"
"SOCAS","SOLEF","Solidago lepida DC. var. fallax Fernald","","Asteraceae"
"SOGI","","Solidago gigantea Aiton","giant goldenrod","Asteraceae"
"SOGI","ASLAS2","Aster latissimifolius (Mill.) Kuntze var. serotinus Kuntze","","Asteraceae"
"SOGI","SOGIS2","Solidago gigantea Aiton ssp. serotina (Kuntze) McNeill","","Asteraceae"
"SOGI","SOGIL","Solidago gigantea Aiton var. leiophylla Fernald","","Asteraceae"
"SOGI","SOGIP","Solidago gigantea Aiton var. pitcheri (Nutt.) Shinners","","Asteraceae"
"SOGI","SOGIS","Solidago gigantea Aiton var. serotina (Kuntze) Cronquist","","Asteraceae"
"SOGI","SOGIS3","Solidago gigantea Aiton var. shinnersii Beaudry","","Asteraceae"
"SOGI","SOLE6","Solidago ×leiophallax Friesner","","Asteraceae"
"SOGI","SOPI5","Solidago pitcheri Nutt.","","Asteraceae"
"SOGI","SOSE10","Solidago serotina Aiton, non Retz.","","Asteraceae"
"SOGI","SOSE9","Solidago serotinoides Á. Löve & D. Löve","","Asteraceae"
"SOLID","","Solidago L.","goldenrod","Asteraceae"
"SOMI2","","Solidago missouriensis Nutt.","Missouri goldenrod","Asteraceae"
"SOMIF","","Solidago missouriensis Nutt. var. fasciculata Holz.","Missouri goldenrod","Asteraceae"
"SOMIF","SOGL4","Solidago glaberrima M. Martens","","Asteraceae"
"SOMIF","SOGLM","Solidago glaberrima M. Martens var. moritura (Steele) Palmer & Steyerm.","","Asteraceae"
"SOMIF","SOMIG","Solidago missouriensis Nutt. var. glaberrima (M. Martens) Rosend. & Cronquist","","Asteraceae"
"SOMIM","","Solidago missouriensis Nutt. var. missouriensis","Missouri goldenrod","Asteraceae"
"SOMIM","SOMIE","Solidago missouriensis Nutt. var. extraria A. Gray","","Asteraceae"
"SOMIM","SOMIM2","Solidago missouriensis Nutt. var. montana A. Gray","","Asteraceae"
"SOMO","","Solidago mollis Bartlett","velvety goldenrod","Asteraceae"
"SOMOM","","Solidago mollis Bartlett var. mollis","velvety goldenrod","Asteraceae"
"SOMU","","Solidago multiradiata Aiton","Rocky Mountain goldenrod","Asteraceae"
"SOMUM","","Solidago multiradiata Aiton var. multiradiata","Rocky Mountain goldenrod","Asteraceae"
"SOMUM","SOAN5","Solidago anticostensis Fernald","","Asteraceae"
"SOMUS","","Solidago multiradiata Aiton var. scopulorum A. Gray","manyray goldenrod","Asteraceae"
"SOMUS","SOCI3","Solidago ciliosa Greene","","Asteraceae"
"SOMUS","SOMUS2","Solidago multiradiata Aiton ssp. scopulorum (A. Gray) W.A. Weber","","Asteraceae"
"SOMUS","SOSC3","Solidago scopulorum (A. Gray) A. Nelson","","Asteraceae"
"SONCH","","Sonchus L.","sowthistle","Asteraceae"
"SONE","","Solidago nemoralis Aiton","gray goldenrod","Asteraceae"
"SONEL","","Solidago nemoralis Aiton var. longipetiolata (Mack. & Bush) Palmer & Steyerm.","gray goldenrod","Asteraceae"
"SONEL","SODE4","Solidago decemflora DC.","","Asteraceae"
"SONEL","SOLO","Solidago longipetiolata Mack. & Bush","","Asteraceae"
"SONEL","SONED","Solidago nemoralis Aiton ssp. decemflora (DC.) Brammall","","Asteraceae"
"SONEL","SONEL2","Solidago nemoralis Aiton ssp. longipetiolata (Mack. & Bush) G.W. Douglas","","Asteraceae"
"SONEL","SONED2","Solidago nemoralis Aiton var. decemflora (DC.) Fernald","","Asteraceae"
"SONEL","SOPU7","Solidago pulcherrima A. Nelson","","Asteraceae"
"SOOL","","Sonchus oleraceus L.","common sowthistle","Asteraceae"
"SOSI3","","Solidago simplex Kunth","Mt. Albert goldenrod","Asteraceae"
"SOSIS","","Solidago simplex Kunth ssp. simplex","Mt. Albert goldenrod","Asteraceae"
"SOSIS3","","Solidago simplex Kunth ssp. simplex var. simplex","Mt. Albert goldenrod","Asteraceae"
"SOSIS3","SOGL6","Solidago glutinosa Nutt.","","Asteraceae"
"SOSIS3","SONE4","Solidago neomexicana (A. Gray) Wooton & Standl.","","Asteraceae"
"SOSIS3","SOSPG2","Solidago spathulata DC. ssp. glutinosa (Nutt.) D.D. Keck","","Asteraceae"
"SOSIS3","SOSPN2","Solidago spathulata DC. var. neomexicana (A. Gray) Cronquist","","Asteraceae"
"STEPH","","Stephanomeria Nutt.","wirelettuce","Asteraceae"
"STRU3","","Stephanomeria runcinata Nutt.","desert wirelettuce","Asteraceae"
"STRU3","PTRA","Ptiloria ramosa Rydb.","","Asteraceae"
"SYAS3","","Symphyotrichum ascendens (Lindl.) G.L. Nesom","western aster","Asteraceae"
"SYAS3","ASAD6","Aster adscendens Lindl.","","Asteraceae"
"SYAS3","ASAS5","Aster ascendens Lindl.","","Asteraceae"
"SYAS3","ASCHA","Aster chilensis Nees ssp. adscendens (Lindl.) Cronquist","","Asteraceae"
"SYAS3","ASMA14","Aster macounii Rydb.","","Asteraceae"
"SYAS3","ASSU15","Aster subgriseus Rydb.","","Asteraceae"
"SYAS3","VIAS2","Virgulaster ascendens (Lindl.) Semple","","Asteraceae"
"SYBO2","","Symphyotrichum boreale (Torr. & A. Gray) Á. Löve & D. Löve","northern bog aster","Asteraceae"
"SYBO2","ASBO7","Aster borealis (Torr. & A. Gray) Prov.","","Asteraceae"
"SYBO2","ASFR6","Aster franklinianus Rydb.","","Asteraceae"
"SYBO2","ASJU5","Aster junceus auct. non Aiton","","Asteraceae"
"SYBO2","ASJU","Aster junciformis Rydb.","","Asteraceae"
"SYBO2","ASLAB2","Aster laxifolius Nees var. borealis Torr. & A. Gray","","Asteraceae"
"SYCA3","","Symphyotrichum campestre (Nutt.) G.L. Nesom","western meadow aster","Asteraceae"
"SYCAC","","Symphyotrichum campestre (Nutt.) G.L. Nesom var. campestre","western meadow aster","Asteraceae"
"SYCAC","ASCA6","Aster campestris Nutt.","","Asteraceae"
"SYCAC","VICA14","Virgulus campestris (Nutt.) Reveal & Keener","","Asteraceae"
"SYCI","","Symphyotrichum ciliolatum (Lindl.) Á. Löve & D. Löve","Lindley's aster","Asteraceae"
"SYCI","ASCI","Aster ciliolatus Lindl.","","Asteraceae"
"SYCI","ASCIC2","Aster ciliolatus Lindl. var. comatus (Fernald) A.G. Jones","","Asteraceae"
"SYCI","ASCIM2","Aster ciliolatus Lindl. var. maccallae (Rydb.) A.G. Jones","","Asteraceae"
"SYCI","ASCIW","Aster ciliolatus Lindl. var. wilsonii (Rydb.) A.G. Jones","","Asteraceae"
"SYCI","ASFOS2","Aster foliaceus Lindl. ex DC. var. subgeminatus Fernald","","Asteraceae"
"SYCI","ASLI9","Aster lindleyanus Torr. & A. Gray","","Asteraceae"
"SYCI","ASMA26","Aster maccallae Rydb.","","Asteraceae"
"SYCI","ASSA10","Aster saundersii Burgess","","Asteraceae"
"SYCI","ASSU10","Aster subgeminatus (Fernald) B. Boivin","","Asteraceae"
"SYCI","ASWI6","Aster wilsonii Rydb.","","Asteraceae"
"SYCI","SYCIC","Symphyotrichum ciliolatum (Lindl.) Á. Löve & D. Löve var. comatum (Fernald) G.L. Nesom","","Asteraceae"
"SYCI","SYCIM","Symphyotrichum ciliolatum (Lindl.) Á. Löve & D. Löve var. maccallae (Rydb.) G.L. Nesom","","Asteraceae"
"SYCI","SYCIW","Symphyotrichum ciliolatum (Lindl.) Á. Löve & D. Löve var. wilsonii (Rydb.) G.L. Nesom","","Asteraceae"
"SYCI","SYSU3","Symphyotrichum subgeminatum (Fernald) G.L. Nesom","","Asteraceae"
"SYCI2","","Symphyotrichum ciliatum (Ledeb.) G.L. Nesom","rayless alkali aster","Asteraceae"
"SYCI2","ASBR3","Aster brachyactis S.F. Blake","","Asteraceae"
"SYCI2","BRAN4","Brachyactis angusta (Lindl.) Britton","","Asteraceae"
"SYCI2","BRCI6","Brachyactis ciliata (Ledeb.) Ledeb.","","Asteraceae"
"SYCI2","BRCIA","Brachyactis ciliata (Ledeb.) Ledeb. ssp. angusta (Lindl.) A.G. Jones","","Asteraceae"
"SYCI2","TRAN7","Tripolium angustum Lindl.","","Asteraceae"
"SYEA2","","Symphyotrichum eatonii (A. Gray) G.L. Nesom","Eaton's aster","Asteraceae"
"SYEA2","ASBR11","Aster bracteolatus auct. non Nutt. p.p.","","Asteraceae"
"SYEA2","ASCO36","Aster cordalenus L.F. Hend.","","Asteraceae"
"SYEA2","ASEA","Aster eatonii (A. Gray) Howell","","Asteraceae"
